cadet_id,grad_year,academic_major,is_ic,squadron,gpa,pea,avg_study_hours
C03264,2029,Data Science,0,31,3.51,2.4,22.6
C00078,2029,Legal Studies,0,35,2.44,2.16,15.3
C01474,2029,Computer Science,0,31,2.52,2.11,20.9
C00803,2029,Management,1,1,3.13,3.2,16.5
C02676,2029,Systems Engineering,0,8,3.09,1.97,21.9
C03837,2029,Systems Engineering,0,20,2.13,2.18,20.6
C00786,2029,Electrical & Computer Engineering,0,23,4,2.65,24
C02551,2029,Data Science,0,14,1.79,2.64,19
C03142,2029,Systems Engineering,0,32,2.17,2.63,18.3
C03828,2029,Systems Engineering,1,11,3.13,4,19.1
C03923,2029,Meteorology,1,9,1.78,3.82,11.5
C01365,2029,History,0,35,1.96,1.69,10
C01083,2029,Systems Engineering,0,23,2.79,3.23,19
C03931,2029,Management,0,27,1.26,2.61,10.1
C03270,2029,Operations Research,0,33,2.97,1.85,16.2
C02557,2029,Management,1,28,1.11,2.86,10.7
C03654,2029,History,0,12,2.18,2.25,12.1
C03021,2029,Undeclared,0,9,3.13,1.99,20.5
C03106,2029,Electrical & Computer Engineering,0,33,3.27,2.62,19.4
C02199,2029,Systems Engineering,0,19,3.01,1.94,19
C01055,2029,Management,0,27,2.64,2.01,17.8
C00287,2029,Cyber Science,0,38,3.6,2.86,24.7
C01030,2029,Undeclared,0,7,1.63,2.96,18.2
C00637,2029,Mechanical Engineering,0,36,1.87,2.05,25.4
C03906,2029,History,0,39,3.06,1.58,15.7
C03901,2029,Political Science,1,33,3.91,3.89,18.1
C00794,2029,Cyber Science,1,2,3.72,3.38,19.8
C00245,2029,Computer Science,0,37,3.08,3.11,22.7
C02473,2029,History,0,40,3.3,2.46,13.8
C00767,2029,Management,0,13,1.85,2.53,10.2
C03035,2029,Cyber Science,0,7,2.06,3.69,16.8
C01748,2029,Biology,0,12,3.56,2.38,19.6
C03474,2029,Undeclared,0,1,3.22,3.41,19.3
C01632,2029,Management,1,24,3.06,3.65,10.9
C03637,2029,Management,0,35,2.44,3.23,19.1
C01009,2029,Mathematical Sciences,0,11,3.1,2.66,13.2
C04000,2029,Civil & Environmental Engineering,0,25,1.59,3.27,21.1
C01311,2029,Undeclared,0,27,3.6,2.1,21
C00948,2029,Legal Studies,0,12,2.68,2.22,16.5
C03327,2029,Astronautical Engineering,0,2,2.66,2.4,19
C00846,2029,Undeclared,0,27,2.26,2.35,15.8
C00806,2029,Behavioral Sciences,1,18,2.21,4,12.5
C01188,2029,Undeclared,0,12,3.08,2.36,16.9
C00125,2029,Systems Engineering,0,11,3.67,3.37,21.5
C02767,2029,Undeclared,0,36,3.57,2.43,20.3
C00284,2029,Undeclared,0,40,1.61,1.5,15.8
C02673,2029,Foreign Area Studies,1,16,2.2,2.61,15.2
C00482,2029,Management,0,27,4,3.18,22.1
C01536,2029,Behavioral Sciences,1,36,2.78,3.3,14.7
C02776,2029,Military & Strategic Studies,1,24,2.21,3.37,9.9
C01172,2029,English,1,31,3.58,2.46,12.8
C03022,2029,Electrical & Computer Engineering,1,36,1.76,3.63,15.4
C03480,2029,Astronautical Engineering,0,40,3.86,2.29,20.3
C02976,2029,History,0,24,1.97,3.37,12.5
C00077,2029,Biology,0,10,3.12,0.9,22.1
C03991,2029,Management,0,39,2.22,1.95,18.7
C02082,2029,Chemistry,0,37,2.01,2.71,19
C02530,2029,Chemistry,1,2,2.91,3.51,16.8
C01138,2029,Undeclared,1,3,2.02,4,6.9
C01861,2029,Military & Strategic Studies,0,12,2.3,2.05,16
C03817,2029,History,0,21,1.18,2.46,11.6
C03373,2029,Mechanical Engineering,1,26,2.88,3.36,18.1
C01676,2029,Systems Engineering,0,35,2.56,1.29,24.4
C00456,2029,Data Science,1,26,2.92,4,13.8
C01303,2029,Aeronautical Engineering,0,33,3.1,1.36,20.6
C03668,2029,Geospatial Science,1,39,1.38,3.08,12.8
C00870,2029,Astronautical Engineering,1,6,3.35,4,22.7
C02365,2029,Economics,0,33,2.75,1.7,12.7
C00105,2029,Political Science,0,39,3.38,1.32,23
C02470,2029,Management,0,40,2.59,1.54,17.6
C00535,2029,Physics,0,28,2.99,3.09,18.8
C03976,2029,Cyber Science,0,25,2.21,2.82,17.2
C02726,2029,Military & Strategic Studies,1,31,2.81,3.28,13.8
C03740,2028,Electrical & Computer Engineering,0,5,2.49,3.1,17.1
C02744,2028,Management,1,20,2.78,3.8,14.3
C02161,2028,Political Science,0,29,3.74,2.92,16.4
C01804,2028,Undeclared,1,7,1.83,3.66,4.6
C00726,2028,History,0,33,3,3.23,17.7
C03688,2028,History,0,13,2.39,2.55,14.3
C00963,2028,Computer Science,0,18,2.49,2.06,16
C00352,2028,Military & Strategic Studies,0,38,2.6,2.69,17
C02714,2028,Mechanical Engineering,0,5,2.42,2.2,24.1
C00256,2028,History,0,7,1.92,2.21,19.9
C02015,2028,Civil & Environmental Engineering,1,14,2.53,4,18.6
C03447,2028,Military & Strategic Studies,0,24,2.45,2.4,19.3
C00003,2028,Civil & Environmental Engineering,0,6,4,2.81,24.5
C01384,2028,Management,0,38,2.78,2.44,19.6
C01880,2028,Aeronautical Engineering,0,29,2.18,2.7,24.8
C01763,2028,Military & Strategic Studies,0,10,3.36,2.03,22.4
C02013,2028,Undeclared,1,31,2.59,3.45,15.8
C00852,2028,Military & Strategic Studies,1,16,2.1,4,18.8
C02503,2028,Systems Engineering,0,38,2.61,2.09,20.7
C00347,2028,Economics,0,9,1.69,1.44,11
C03960,2028,Legal Studies,1,1,1.95,4,16.1
C00296,2028,Political Science,0,34,2.53,3.12,20.4
C00518,2028,Political Science,0,17,3.71,2.63,18.4
C01904,2028,Chemistry,1,30,3.91,2.85,20.7
C03915,2028,Legal Studies,0,5,2.15,3.7,16.9
C00314,2028,Management,0,6,2.33,2.83,13.2
C02303,2028,Economics,0,1,3.13,2.81,20.6
C00967,2028,Astronautical Engineering,0,21,3.7,3.17,26.5
C01470,2028,Civil & Environmental Engineering,0,31,2.18,3.58,17.8
C01094,2028,Behavioral Sciences,0,26,2.03,1.71,14.5
C03384,2028,Cyber Science,0,17,2.34,2.78,21.4
C03904,2028,Astronautical Engineering,0,1,3.1,2.76,22.7
C01428,2028,Economics,0,12,3.48,2.27,21.5
C02520,2028,Economics,0,31,2.92,2.57,18.1
C00944,2028,History,0,37,3.45,3.09,22.2
C00403,2028,Undeclared,0,38,2.95,1.8,17.9
C03889,2028,Management,0,6,2.86,2.89,15.5
C02936,2028,Political Science,0,8,2.44,2.42,13.2
C00496,2028,Operations Research,1,16,3.27,4,13.4
C01236,2028,Management,0,2,2.21,3.27,17.9
C02915,2028,Military & Strategic Studies,0,8,3.29,2.08,20.5
C01977,2028,Cyber Science,0,29,2.74,2.14,17
C02345,2028,Electrical & Computer Engineering,0,33,2.57,2,19.7
C04011,2028,English,0,17,2.49,2.58,16.4
C00241,2028,Management,1,36,2.55,3.94,10.4
C03858,2028,Economics,0,4,3.58,3.39,18.4
C03406,2028,Management,0,32,2.99,1.54,19
C02910,2028,Political Science,1,2,2.75,3.58,17.1
C00492,2028,Mechanical Engineering,0,33,3.55,2.88,23.5
C01249,2028,Biology,0,38,2.9,1.84,19.1
C00737,2028,Management,0,5,3.06,2.12,12.6
C02941,2028,Mechanical Engineering,0,13,3.63,3.68,17.6
C03118,2028,Cyber Science,0,28,2.25,3.16,21
C03217,2028,Management,1,28,1.76,4,7.7
C01728,2028,Management,0,13,2.98,3.14,13.4
C00477,2028,Behavioral Sciences,0,37,2.84,2.19,16.2
C03751,2028,Legal Studies,1,29,2.09,2.95,16.2
C00306,2028,Political Science,0,30,3.29,2.76,20.2
C00678,2028,Economics,0,5,3.55,2.76,16.8
C03063,2028,History,1,37,3.17,3.53,11
C03957,2028,Computer Science,0,36,4,2.49,23.1
C02957,2028,Political Science,0,19,2.63,2.44,15.7
C00123,2028,Economics,0,20,4,2.37,21.8
C01081,2028,Political Science,0,29,1.89,3.38,20.7
C03347,2028,Management,0,15,2.59,3.35,11.9
C03583,2028,Computer Science,0,10,2.9,2.85,17.3
C00517,2028,Military & Strategic Studies,0,21,2.17,2.5,14.9
C03149,2028,Astronautical Engineering,0,2,3.22,2.31,23.2
C03055,2028,Electrical & Computer Engineering,1,30,2.39,3.48,14.3
C01426,2028,Military & Strategic Studies,1,25,2.05,2.85,5.8
C02187,2028,Military & Strategic Studies,0,21,3.09,3.13,16.8
C02325,2028,Biology,0,30,2.9,3.48,22.6
C03819,2028,Political Science,0,13,2.41,3.1,19.6
C02684,2028,Undeclared,1,19,2.94,3.9,13.6
C02742,2028,Aeronautical Engineering,0,19,3.27,2.56,22.1
C00405,2028,Management,0,1,1.96,1.59,14.6
C02029,2028,Mechanical Engineering,1,40,3.19,3.24,19.8
C02669,2028,Management,0,38,2.51,2,12.7
C02301,2028,Physics,0,38,2.21,2.21,25.9
C01369,2028,Philosophy,1,23,2.46,4,13.8
C03237,2028,Mechanical Engineering,0,38,3.06,3.29,26
C02291,2028,Military & Strategic Studies,0,17,2.98,3.1,20.5
C01423,2028,Computer Science,0,36,3.99,2.01,22.8
C02831,2028,Electrical & Computer Engineering,0,20,3.09,3.25,22.8
C01445,2028,Undeclared,0,24,1.94,2.92,16.6
C02681,2028,Management,0,25,2,2.15,10.7
C03739,2028,Systems Engineering,1,19,2.3,3.69,16.2
C03753,2028,Behavioral Sciences,1,37,1.15,3.62,11
C00142,2028,Cyber Science,0,17,1.85,1.86,10.5
C01802,2028,Behavioral Sciences,0,5,2.85,2.93,21
C02171,2028,Military & Strategic Studies,1,28,2.79,3.28,17.1
C03786,2028,Management,0,1,2.55,2.41,13.7
C01025,2028,Computer Science,1,28,3.27,3.72,18
C00208,2028,Economics,0,30,1.25,2.95,14.4
C03660,2028,Chemistry,1,23,2.1,3.33,20.7
C01212,2028,Astronautical Engineering,1,32,2.46,4,13.5
C00152,2028,Philosophy,0,17,3.49,2.05,18.6
C01439,2028,Systems Engineering,0,12,3.46,3.04,26.8
C00585,2028,Management,0,34,3.36,2.67,18.7
C02797,2028,Mechanical Engineering,0,23,2.41,3.86,18.2
C01320,2028,Legal Studies,1,39,2.21,3.75,19.2
C01330,2028,Management,0,8,1.81,3.17,18.6
C02542,2028,Management,0,19,2.32,3.3,13.7
C03981,2028,Cyber Science,0,28,4,2.54,23.6
C01596,2028,History,0,2,2.36,2.88,15.3
C02658,2028,Management,1,15,2.68,3.99,15.6
C00868,2028,History,0,23,2.58,2.71,20.2
C02943,2028,Management,0,3,2.28,1.59,16.4
C02955,2028,Mechanical Engineering,0,3,2.87,2.26,22.6
C03983,2028,Computer Science,0,10,2.63,2,18.2
C03581,2028,Operations Research,1,23,1.7,4,13.4
C01219,2028,Mathematical Sciences,0,20,2.82,2.35,15
C02617,2028,Management,0,18,1.45,3.16,12
C02324,2028,Systems Engineering,0,16,3.84,2.85,19.6
C00557,2028,Mathematical Sciences,1,20,2.57,4,10.7
C01920,2028,Physics,0,29,4,1.85,19.7
C01313,2028,Astronautical Engineering,1,19,3.28,3.18,23.3
C01988,2028,Computer Science,0,38,3.94,2.45,27.4
C03546,2028,Political Science,1,16,2.56,3.87,16.7
C02213,2028,Management,0,22,1.7,2.52,18
C01928,2028,Management,0,11,2.02,3.05,15.1
C01599,2028,Systems Engineering,0,16,2.27,3.05,21
C03062,2028,Economics,0,30,3.01,3.22,18.4
C03317,2028,Mechanical Engineering,0,10,4,3.42,21.3
C03609,2028,History,0,11,2.27,3.03,15.3
C00473,2028,Economics,1,3,2.14,2.74,12.8
C02447,2028,Aeronautical Engineering,1,16,2.71,3.46,17.4
C02086,2028,Biology,1,25,2.8,3.51,14.8
C00189,2028,Management,1,2,2.32,4,11.2
C00710,2028,Undeclared,0,22,3.21,2.74,23.9
C02641,2028,Meteorology,0,20,2.69,3.53,17.4
C03250,2028,Meteorology,0,27,2.09,2.71,15.5
C03277,2028,Physics,0,39,2.26,2.03,20.3
C03669,2028,Philosophy,0,3,3.22,1.95,21.4
C02317,2028,Political Science,0,5,2.51,2.67,15.4
C00666,2028,Management,0,3,3.87,2.76,19
C03199,2028,Biology,1,31,3.2,3.85,19.6
C02106,2028,Political Science,1,18,3.2,3.24,11.5
C01604,2028,Management,0,7,1.33,2.15,12.3
C03941,2028,Foreign Area Studies,0,39,3.89,2.35,21
C01444,2028,Management,0,23,3.21,2.7,14.5
C02546,2028,Management,0,4,1.79,2.1,12.9
C01063,2028,Astronautical Engineering,1,14,3.37,4,21.6
C02142,2028,Cyber Science,1,27,2.01,2.7,15.4
C01974,2028,Management,0,35,3.11,2.41,17.5
C01027,2028,Aeronautical Engineering,1,10,2.69,4,18.2
C00593,2028,Undeclared,0,15,2.81,2.32,12.7
C01408,2028,Undeclared,0,32,1.98,3.29,16.2
C00904,2028,Data Science,0,39,3.3,3.09,19.9
C00676,2028,Military & Strategic Studies,0,24,2.92,2.53,18.5
C01271,2028,Behavioral Sciences,1,13,2.54,4,9.4
C00547,2028,Physics,1,29,3.09,3.4,12.6
C03041,2028,Astronautical Engineering,1,37,1.84,4,19.4
C00951,2028,Chemistry,1,10,3.01,2.93,13.4
C02624,2028,Economics,0,17,2.78,2.77,11.2
C03815,2028,Management,0,36,3.05,2.19,19.7
C00037,2028,Meteorology,0,22,3.37,2.74,20.5
C01107,2028,Mechanical Engineering,0,4,3.32,2.46,22
C00388,2028,Economics,0,16,2.81,2.95,11
C01477,2028,Systems Engineering,0,37,3.21,3.22,22.2
C03661,2028,Management,1,21,2.96,3.8,18.9
C02725,2028,Mechanical Engineering,0,6,3.23,2.03,22.7
C03363,2028,Cyber Science,1,31,4,3.5,17.9
C03353,2028,Management,0,13,3.69,2.9,21.2
C01753,2028,Military & Strategic Studies,0,17,2.57,3.49,14.2
C00057,2028,Economics,1,5,2.87,3.72,14.9
C01830,2028,Electrical & Computer Engineering,1,14,3.37,2.88,16.7
C01014,2028,Mechanical Engineering,1,24,3.97,4,17.7
C03162,2028,Management,0,31,1.1,2.29,9
C03900,2028,Military & Strategic Studies,1,7,2.37,4,12.9
C01989,2028,Meteorology,0,22,2.73,3.01,24.6
C01010,2028,Behavioral Sciences,0,5,2.69,2.36,13.2
C03167,2028,Political Science,1,17,1.57,4,16
C02495,2028,Geospatial Science,0,37,1.65,2.88,15.7
C02151,2028,Astronautical Engineering,0,4,3.25,2.38,24
C03785,2028,Geospatial Science,0,2,3.29,2.35,18.3
C01054,2028,Data Science,0,40,2.19,2.15,19.5
C02135,2028,Management,0,33,3.29,3.13,13.5
C02686,2028,Management,0,40,2.27,2.53,14.7
C03168,2028,Military & Strategic Studies,0,18,2.57,2.78,19.1
C02563,2028,Computer Science,1,4,2.54,4,16.3
C02947,2028,Computer Science,0,17,3.03,3.63,21.8
C02364,2028,Behavioral Sciences,0,5,3.38,2.97,19.6
C02811,2028,Aeronautical Engineering,0,19,3.66,3.07,23.7
C02734,2028,Political Science,1,3,2.97,3.91,13
C01752,2028,Philosophy,0,38,2.75,2.75,19.6
C00534,2028,Military & Strategic Studies,0,15,2.7,2.6,18.9
C00421,2028,Electrical & Computer Engineering,1,38,4,4,16.3
C03382,2028,Systems Engineering,0,40,3.12,2.68,20.6
C01101,2028,Management,0,22,2.65,2.82,16.3
C00009,2028,Management,0,15,2.31,3.06,17.1
C02940,2028,Mechanical Engineering,0,12,2.18,3.95,16.7
C01871,2028,Management,0,33,3.38,2.61,15.9
C01575,2028,Computer Science,0,17,2.99,2.04,17.3
C03411,2028,Systems Engineering,1,28,2.32,3.8,17.3
C02416,2028,Political Science,0,24,3.26,2.77,17.7
C00336,2028,Political Science,0,26,1.47,2.27,17.3
C00326,2028,Systems Engineering,1,19,2.21,4,15.2
C01853,2028,Mechanical Engineering,0,20,2.21,2.38,24.5
C03524,2028,Legal Studies,0,19,1.85,1.83,16.6
C01948,2028,Foreign Area Studies,0,7,4,3.41,20.5
C00316,2028,Management,1,28,1.19,3.91,9
C03681,2028,Operations Research,0,6,3.09,3.16,19.1
C00285,2028,History,1,38,1.99,3.68,16.2
C02674,2028,Biology,0,32,3.54,2.18,19.6
C00729,2028,Civil & Environmental Engineering,0,29,2.83,3.63,18.2
C03089,2028,Management,0,27,3.66,3.11,17
C02125,2028,Systems Engineering,1,12,2.57,3.88,19.9
C03687,2028,Civil & Environmental Engineering,0,27,2.02,2.06,22.4
C03876,2028,Management,0,16,1.72,2.63,11.9
C01899,2028,Mathematical Sciences,1,12,2.52,3.09,15
C02329,2028,Civil & Environmental Engineering,1,22,2.86,2.9,8.3
C00250,2028,Meteorology,1,5,2.57,3.35,14.1
C00650,2028,Political Science,0,13,2.55,2.12,14.1
C00202,2028,Mechanical Engineering,1,29,2.71,3.95,16.9
C02293,2028,Military & Strategic Studies,0,29,2.22,2.21,16.1
C01818,2028,Cyber Science,0,3,4,2.26,26.8
C01929,2028,English,0,1,1.85,2.97,15.6
C03874,2028,Computer Science,0,20,2.99,2.22,19.3
C03655,2028,Management,0,24,3.13,2.18,20
C02105,2028,Management,1,34,1.78,4,8.6
C00476,2028,Political Science,0,11,3.19,3.32,19.1
C01887,2028,Civil & Environmental Engineering,0,31,2.76,3.45,18.1
C00529,2028,Management,0,8,2.06,3.18,17.5
C02819,2028,Mechanical Engineering,1,5,2.14,4,13.5
C03074,2028,Management,0,38,2.84,2.69,16.8
C01381,2028,Chemistry,0,21,4,3.35,20.2
C02007,2028,Philosophy,0,39,1.91,3.15,10.7
C00243,2028,Economics,0,24,2.84,2.47,20.8
C03266,2028,Military & Strategic Studies,0,4,2.78,2.68,13.3
C02713,2028,Biology,0,16,3.46,3.14,13.2
C00987,2028,English,1,40,2.18,2.79,14.8
C01997,2028,History,0,38,3.34,3.48,17.6
C02921,2028,History,1,18,3.38,3.18,13
C01589,2028,Legal Studies,0,4,1.83,2.17,14.5
C01859,2028,Political Science,0,2,2.79,3.67,17.9
C00929,2028,Computer Science,1,31,2.94,3.72,17.4
C00871,2028,English,0,34,2.75,2.65,17
C03883,2028,Electrical & Computer Engineering,0,32,3.33,1.82,22.9
C01074,2028,Geospatial Science,0,4,2.38,3.58,14.1
C00357,2028,Computer Science,0,17,2.61,4,17.2
C01917,2028,Management,0,16,2.38,2.44,11.9
C00235,2028,Geospatial Science,1,4,2.55,4,16.3
C03603,2028,Management,0,19,2.65,3.13,19.1
C03518,2028,Civil & Environmental Engineering,1,3,2.28,3.4,17.1
C03878,2028,Undeclared,1,14,3.38,4,14.5
C01513,2028,Aeronautical Engineering,0,39,2.77,3.25,18.1
C03787,2028,Mechanical Engineering,0,23,2.77,3.07,20.8
C02972,2028,Electrical & Computer Engineering,0,32,3.89,3.47,23.2
C00475,2028,Management,0,30,1.47,2.77,16.6
C03387,2028,Economics,1,7,2.11,4,15.1
C02167,2028,Management,0,4,3.59,3.23,18.7
C03515,2028,Management,1,28,1.79,2.86,14.2
C01317,2028,Management,0,17,3.34,2.9,20.3
C00813,2028,History,0,21,3.51,3.79,16.6
C03324,2028,Operations Research,1,27,2.37,2.72,19.6
C01504,2028,Computer Science,1,34,3.23,4,17.8
C01182,2028,Cyber Science,1,14,3.69,4,21.8
C01972,2028,Military & Strategic Studies,0,10,3.2,3.12,19.7
C02078,2028,Military & Strategic Studies,0,9,1.88,3.68,17.5
C02851,2028,Foreign Area Studies,1,9,2.11,3.39,15.2
C01110,2028,Astronautical Engineering,0,12,3.13,1.9,19
C00130,2028,Management,0,40,2.99,2.05,9.6
C02841,2028,Computer Science,0,40,3.8,2.46,25.6
C03674,2028,Behavioral Sciences,0,20,3.68,2.44,21
C03846,2028,Economics,0,12,1.46,3.14,10.9
C03571,2028,Undeclared,1,2,2.16,4,10.6
C00272,2028,Civil & Environmental Engineering,0,7,2.33,3.18,24.8
C00052,2028,Management,1,22,2.8,2.91,18
C00429,2028,Management,0,20,2.47,2.54,13.6
C02844,2028,Data Science,0,10,2.42,2.58,18.6
C00164,2028,History,0,33,3.5,1.57,22
C02237,2028,Operations Research,0,7,3.25,3.21,19.2
C02127,2028,Physics,0,10,3.35,2.42,19.4
C00132,2028,Cyber Science,1,31,3.59,4,13.6
C02081,2028,Meteorology,0,30,3,2.59,15.2
C03899,2028,Computer Science,0,12,2.43,2.1,18
C00992,2028,Management,0,30,2.85,1.81,20.2
C03934,2028,Aeronautical Engineering,0,11,2.56,1.96,26.2
C01127,2028,History,0,9,2.43,3.04,15.5
C00282,2028,Aeronautical Engineering,1,26,3.96,4,17.2
C01376,2028,Biology,0,22,2.07,3.37,14.2
C02415,2028,Management,0,7,2.37,3.23,13
C00448,2028,Astronautical Engineering,0,38,3.23,2.78,28
C00004,2028,Philosophy,0,28,2.91,2.87,18.6
C00444,2028,Political Science,0,26,2.85,3.35,14.8
C02039,2028,Mathematical Sciences,0,11,3.21,0.79,26.3
C03835,2028,Electrical & Computer Engineering,1,13,2.16,3.92,15.2
C01750,2028,Systems Engineering,1,23,2.88,2.84,16.4
C00795,2028,Management,0,11,2.69,2.73,13.3
C03196,2028,Mechanical Engineering,1,3,3.79,3.72,15.4
C01870,2028,Chemistry,1,15,2.95,4,19.3
C00399,2028,History,1,12,2.38,4,15.5
C00662,2028,Management,0,7,3.57,3.1,18.7
C00692,2028,Mechanical Engineering,0,29,3.37,3.57,22.5
C02373,2028,Management,0,33,2.77,2.67,17.2
C00815,2028,Behavioral Sciences,0,21,3.32,2.33,20.2
C02176,2028,Economics,1,36,2.43,4,11.1
C00179,2028,Astronautical Engineering,0,5,3.17,2.81,22.8
C03826,2028,Behavioral Sciences,0,3,1.23,1.2,16.6
C00781,2028,Physics,1,8,2.86,3.62,20
C00112,2028,Operations Research,1,7,3.66,4,17.7
C01588,2028,Behavioral Sciences,0,30,3.56,3.21,20
C04003,2028,Management,0,16,3.39,2.97,18.1
C00385,2028,Mechanical Engineering,0,18,3.65,3.09,24.9
C02861,2028,Behavioral Sciences,0,25,3.61,3.11,20.8
C01239,2028,Management,0,12,2.91,3.1,17
C01342,2028,Legal Studies,0,29,1.75,1.66,15.2
C00528,2028,Cyber Science,1,25,2.95,4,20.8
C00796,2028,Economics,0,27,3.01,2.14,17
C03768,2028,Philosophy,1,37,3.47,4,12.5
C01006,2028,Philosophy,0,8,2.88,3.08,22.2
C03998,2028,Systems Engineering,0,1,3.54,2.36,22.3
C00167,2028,Behavioral Sciences,0,23,1.63,3.04,18.5
C03734,2028,Legal Studies,0,33,2.31,2.17,20.5
C03126,2028,Management,0,13,2.61,2.13,11.4
C00771,2028,Management,0,2,1.51,2.27,11.6
C00724,2028,Management,0,23,3.12,2.81,24.1
C01102,2028,Systems Engineering,0,3,2.62,1.88,18.9
C02693,2028,Meteorology,0,27,2.76,3.02,16.5
C00090,2028,Physics,1,27,1.81,2.57,13.5
C01738,2028,Military & Strategic Studies,0,18,1.92,2.86,22.3
C01142,2028,Mechanical Engineering,0,40,2.19,2.93,15.7
C00462,2028,Mathematical Sciences,0,21,3.56,3.02,24
C01670,2028,Biology,0,3,3.68,2.74,20.9
C03509,2028,Electrical & Computer Engineering,0,9,2.76,2.88,22.6
C03460,2028,Systems Engineering,0,35,3.19,1.87,24.1
C03945,2028,Management,1,12,2.51,4,15.3
C04008,2028,Astronautical Engineering,0,12,2.81,3.09,21.2
C01906,2028,Electrical & Computer Engineering,0,11,3,2.57,19.8
C03211,2028,Management,0,34,2.33,2.28,13.7
C00698,2028,Undeclared,1,3,2.96,3.98,9.7
C03799,2028,Management,0,18,2.05,1.94,14.9
C03635,2028,Behavioral Sciences,1,38,2,3.57,16
C00497,2028,Foreign Area Studies,0,9,2.35,3.07,18.6
C00363,2028,Mathematical Sciences,0,25,3.16,3.23,15.9
C00362,2028,Behavioral Sciences,1,18,3.31,3.86,16
C00360,2028,Management,0,40,2.05,2.7,17.7
C03249,2028,Data Science,0,26,2.37,2.77,16.3
C00304,2028,Mathematical Sciences,0,6,1.38,3.15,13.3
C01367,2028,Political Science,0,18,0.72,2.38,14.2
C00837,2028,Philosophy,0,12,2.3,2.27,16.9
C01669,2028,Management,0,21,2.81,3.3,17.5
C02496,2028,Management,0,3,2.66,2.25,9.7
C02559,2028,Management,0,6,2.96,3.31,16.1
C03059,2028,Computer Science,0,4,1.69,2.36,21
C03882,2028,History,0,20,3.44,3.39,20.1
C01029,2028,Mechanical Engineering,0,26,2.97,2.21,20.6
C00885,2028,Economics,1,14,1.75,3.26,8.1
C00551,2028,Systems Engineering,0,8,3.06,2.71,21.5
C00621,2028,Behavioral Sciences,0,27,2.77,2.89,21.7
C03418,2028,Computer Science,0,35,1.46,2.56,22.1
C01553,2028,Political Science,1,15,2.2,3.87,15
C01505,2028,Data Science,0,25,4,2.67,16.3
C00103,2028,Military & Strategic Studies,0,12,0.93,1.89,15.6
C00197,2028,Aeronautical Engineering,0,22,3.29,3.06,28.4
C02128,2028,Mechanical Engineering,0,19,1.58,2.7,14.3
C03999,2028,Management,0,39,2.13,1.47,12.1
C01258,2028,Data Science,0,36,2.64,3.04,13.6
C01757,2028,Systems Engineering,0,28,2.88,3.03,20.4
C01529,2028,Astronautical Engineering,0,18,2.28,2.77,21.3
C00836,2028,Legal Studies,0,17,1.73,1.9,23.1
C01877,2028,Geospatial Science,0,25,2.14,2.77,12
C00915,2028,Economics,0,21,2.14,2.79,10.6
C02539,2028,Mathematical Sciences,0,14,2.58,2.58,21.6
C03282,2028,Legal Studies,0,35,2.46,3.24,16.8
C03037,2028,History,1,4,2.93,2.91,10.3
C01991,2028,Aeronautical Engineering,0,16,4,2.78,22.2
C02162,2028,Biology,0,38,2.89,1.49,12.4
C03445,2028,Military & Strategic Studies,1,37,1.72,2.55,11.1
C00244,2028,Economics,0,10,2.43,2.33,17.7
C03716,2028,Mechanical Engineering,1,14,2.91,3.62,14.3
C03443,2028,Geospatial Science,0,30,3.55,2.74,20.2
C03989,2028,Aeronautical Engineering,0,36,2.72,3.43,25.8
C03244,2028,Military & Strategic Studies,0,27,2.55,2.4,14.6
C00453,2028,Cyber Science,1,15,1.85,3.05,20.2
C03017,2028,Data Science,0,7,3.28,3.02,23.3
C01422,2028,Systems Engineering,0,23,3.07,1.72,22.4
C03276,2028,Undeclared,0,28,2.75,2.94,12.1
C03284,2028,Management,1,18,2.64,4,15.6
C01559,2028,Management,0,35,1.99,3,15.9
C03890,2028,Civil & Environmental Engineering,0,40,2.28,3.6,24.7
C03086,2028,Undeclared,0,30,3.25,2.62,17.6
C02350,2028,Economics,0,17,3.29,2.49,19.2
C01985,2028,Aeronautical Engineering,0,21,3.42,1.89,20.9
C01548,2028,Computer Science,0,33,3.09,2.16,20.3
C02506,2028,Economics,0,31,2.84,2.43,24.2
C02733,2028,Astronautical Engineering,0,3,3.52,2.85,25.2
C00134,2028,Electrical & Computer Engineering,0,7,2,3.37,21.1
C01935,2028,Aeronautical Engineering,0,11,3.52,2.95,25.9
C01345,2028,Geospatial Science,1,30,1.71,3.68,10.8
C00752,2028,Legal Studies,0,26,2.33,2.96,16.3
C01857,2028,Operations Research,0,31,2.13,2.85,19.4
C02650,2028,Military & Strategic Studies,1,9,2.84,4,17.2
C01480,2028,Management,0,24,3.19,2.99,14.5
C01278,2028,Undeclared,0,39,3.12,2.09,14.2
C00071,2028,Foreign Area Studies,1,27,2.38,4,14.5
C03498,2028,Civil & Environmental Engineering,0,2,2.62,2.65,25.4
C01629,2028,Physics,0,5,3.69,2.08,21.6
C03710,2028,Biology,0,22,1.58,2.21,10.9
C02657,2028,Political Science,0,34,3.05,3.45,15.2
C02826,2028,Political Science,1,16,3.22,3.39,13.2
C00079,2028,Data Science,0,8,3.39,2.75,15.8
C03689,2028,Economics,0,22,2.2,3.44,15.1
C02484,2028,Management,0,23,3.74,1.92,15.1
C02109,2028,Aeronautical Engineering,0,5,3.72,2.96,24.4
